gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,44.54,1734.5,No
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,110.55,1646.57,No
Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.51,1849.45,No
Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.15,5369.87,No
Female,1,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,87.55,3269.27,No
Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,93.73,4022.24,No
Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.38,1157.63,Yes
Female,1,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.4,1468.83,No
Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,40.3,258.25,No
Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,114.39,3317.73,Yes
Male,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.04,1376.8,Yes
Female,1,Yes,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.83,491.3,No
Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,114.08,7866.02,No
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,111.41,3092.89,No
Female,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.85,229.46,Yes
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.07,3655.57,Yes
Male,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),37.55,1377.63,No
Male,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.64,5409.63,No
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.73,807.08,No
Male,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,81.55,4331.63,No
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,29.41,1172.83,Yes
Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.7,310.5,No
Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),96.36,3774.72,No
Female,0,No,Yes,23,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,68.32,1585.23,No
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),113.92,4561.77,No
Male,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),57.05,2869.75,No
Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,108.75,4115.78,No
Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,96.88,4087.65,Yes
Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.26,6418.34,No
Female,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),65.94,3838.76,No
Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.66,1642.43,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),48.84,1160.37,No
Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),109.73,7877.96,Yes
Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,40.54,928.65,No
Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.67,3570.43,No
Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.12,3139.27,No
Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.73,2621.77,No
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.07,2404.59,No
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.35,1407.31,No
Female,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),98.46,5202.31,Yes
Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.36,1836.75,No
Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),81.43,3488.54,No
Female,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.89,916.0,No
Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.35,3464.08,No
Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.56,1790.07,No
Female,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),75.23,4273.83,No
Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.6,1707.94,No
Female,0,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),60.59,2886.71,No
Female,0,No,Yes,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.63,311.93,Yes
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.51,2539.55,Yes
Female,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.19,1608.6,No
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),101.39,6604.91,Yes
Male,0,No,No,64,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,64.76,4129.38,No
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,45.7,2598.98,No
Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.98,4585.8,Yes
Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.44,3123.47,No
Female,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.1,2892.62,No
Male,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.8,3988.21,Yes
Male,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,102.89,6987.2,No
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.35,1608.32,No
Female,1,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,94.43,5870.94,No
Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),31.95,1618.29,No
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,62.41,862.51,No
Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.56,1544.73,Yes
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.62,1559.71,No
Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.37,4028.93,No
Male,0,No,No,29,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.36,1231.03,No
Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,76.17,1458.98,No
Male,0,No,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.18,2754.91,No
Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.02,5079.08,No
Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,94.62,5223.4,No
Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.62,2933.26,No
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.56,1193.74,No
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.92,308.46,No
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.25,1116.81,No
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.64,2383.88,No
Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.21,2545.86,No
Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,114.88,1492.83,No
Female,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.59,1305.97,No
Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.18,3745.03,No
Male,0,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.41,2805.24,No
Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,58.82,270.34,No
Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,73.35,800.16,No
Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.93,2171.6,No
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,49.34,1979.44,No
Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.13,1320.01,No
Male,1,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.64,4033.09,No
Female,0,No,Yes,64,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.72,4267.39,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),37.09,2389.46,No
Male,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,3381.29,No
Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),95.94,5676.91,No
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.31,1684.19,Yes
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.62,4622.0,Yes
Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.35,871.61,No
Female,1,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.8,3190.11,No
Male,0,No,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,28.42,979.96,No
Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.6,1659.78,Yes
Female,1,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.16,523.22,No
Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,110.36,531.97,No
Female,0,No,Yes,19,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),29.45,536.77,Yes
Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,113.06,6195.88,No
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,32.6,230.97,No
Male,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.65,382.54,No
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),37.32,264.4,No
Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.31,5106.32,No
Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),101.73,1312.27,No
Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.58,84.51,Yes
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,113.78,114.48,No
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.76,715.44,No
Female,1,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.47,4460.69,No
Male,0,No,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.26,7852.25,Yes
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.82,520.59,No
Male,0,No,No,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,28.9,1414.46,No
Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.52,3474.19,No
Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),98.48,695.38,No
Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.45,2161.71,No
Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.06,1105.23,No
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.66,2744.29,No
Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),43.38,2181.56,No
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.76,2258.1,No
Male,0,No,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.75,3913.39,No
Female,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,111.61,7611.19,No
Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.39,3465.7,Yes
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.13,2286.52,Yes
Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,28.89,1241.65,No
Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.79,2318.1,Yes
Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,68.86,818.94,No
Female,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,42.35,2181.07,No
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.99,4950.98,No
Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.19,3324.82,No
Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.75,6472.97,No
Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.66,4901.54,No
Male,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.67,2450.84,No
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,31.64,1884.86,Yes
Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.0,505.72,No
Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.92,1822.55,No
Male,1,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.3,969.09,Yes
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,33.11,987.05,Yes
Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),41.35,2565.85,No
Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.39,6454.4,No
Female,0,No,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),113.65,4314.76,Yes
Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,102.59,3567.16,No
Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.71,587.39,No
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),51.13,3305.25,No
Male,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,60.34,3255.76,No
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.19,7390.07,Yes
Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,68.82,2827.82,No
Female,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.34,2633.15,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,79.79,2027.76,No
Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.52,4433.23,No
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.58,144.43,Yes
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.42,352.87,No
Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,117.68,24.54,Yes
Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),106.36,3933.84,No
Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,20.02,1203.38,No
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,46.52,608.95,No
Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,48.76,781.11,No
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.87,3738.4,No
Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),47.6,2179.47,No
